Employee_id,Age,Gender,Department,Job_role,Education,Education_field,Marital_status,Attrition,Years_at_company,Business_travel,Daily_pay,Distance_from_home,Environment_satisfaction,Hourly_rate,Job_involvement,Job_level,Job_satisfaction,Monthly_income,Monthly_rate,Num_companies_worked,Over_time,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Training_Times_LastYear,WorkLife_Balance,Years_In_CurrentRole,Years_Since_LastPromotion,Years_With_CurrManager
1623,21,Male,Research & Development,Research Scientist,1,Medical,Single,No,2,Travel_Rarely,546,5,3,97,3,1,4,3117,26009,1,No,18,3,3,80,0,3,2,3,2,2,2
1624,18,Female,Sales,Sales Representative,2,Medical,Single,Yes,0,Travel_Frequently,544,3,2,70,3,1,4,1569,18420,1,Yes,12,3,3,80,0,0,2,4,0,0,0
1625,47,Female,Human Resources,Manager,4,Life Sciences,Married,No,5,Travel_Rarely,1176,26,4,98,3,5,3,19658,5220,3,No,11,3,3,80,1,27,2,3,2,1,0
1627,39,Male,Research & Development,Laboratory Technician,2,Medical,Divorced,No,10,Travel_Rarely,170,3,3,76,2,2,3,3069,10302,0,No,15,3,4,80,1,11,3,3,8,0,7
1628,40,Female,Research & Development,Manufacturing Director,3,Life Sciences,Married,No,18,Travel_Rarely,884,15,1,80,2,3,3,10435,25800,1,No,13,3,4,80,2,18,2,3,15,14,12
1630,35,Female,Research & Development,Healthcare Representative,4,Life Sciences,Married,No,14,Non-Travel,208,8,3,52,3,2,3,4148,12250,1,No,12,3,4,80,1,15,5,3,11,2,9
1631,37,Male,Research & Development,Manufacturing Director,3,Life Sciences,Married,No,4,Travel_Rarely,671,19,3,85,3,2,3,5768,26493,3,No,17,3,1,80,3,9,2,2,3,0,2
1633,39,Female,Research & Development,Manufacturing Director,3,Medical,Single,No,9,Travel_Frequently,711,4,1,81,3,2,3,5042,3140,0,No,13,3,4,80,0,10,2,1,2,3,8
1635,45,Female,Research & Development,Manufacturing Director,2,Other,Divorced,No,10,Travel_Rarely,1329,2,4,59,2,2,4,5770,5388,1,No,19,3,1,80,2,10,3,3,7,3,9
1638,38,Female,Research & Development,Manufacturing Director,2,Medical,Married,No,5,Travel_Rarely,397,2,4,54,2,3,3,7756,14199,3,Yes,19,3,4,80,1,10,6,4,4,0,2
1639,35,Male,Sales,Sales Executive,3,Medical,Married,Yes,13,Travel_Rarely,737,10,4,55,2,3,1,10306,21530,9,No,17,3,3,80,0,15,3,3,12,6,0
1640,37,Female,Research & Development,Research Scientist,3,Medical,Married,No,8,Travel_Rarely,1470,10,2,71,3,1,2,3936,9953,1,No,11,3,1,80,1,8,2,1,4,7,7
1641,40,Female,Research & Development,Manufacturing Director,3,Life Sciences,Single,No,4,Travel_Rarely,448,16,3,84,3,3,4,7945,19948,6,Yes,15,3,4,80,0,18,2,2,2,3,3
1642,44,Male,Human Resources,Human Resources,5,Human Resources,Married,No,10,Travel_Frequently,602,1,1,37,3,2,4,5743,10503,4,Yes,11,3,3,80,0,14,3,3,7,0,2
1644,48,Male,Research & Development,Manager,5,Medical,Married,No,2,Travel_Frequently,365,4,3,89,2,4,4,15202,5602,2,No,25,4,2,80,1,23,3,3,2,2,2
1645,35,Male,Sales,Sales Executive,2,Medical,Divorced,Yes,2,Travel_Rarely,763,15,1,59,1,2,4,5440,22098,6,Yes,14,3,4,80,2,7,2,2,2,2,2
1646,24,Female,Research & Development,Research Scientist,1,Technical Degree,Single,No,6,Travel_Frequently,567,2,1,32,3,1,4,3760,17218,1,Yes,13,3,3,80,0,6,2,3,3,1,3
1647,27,Female,Research & Development,Research Scientist,3,Medical,Married,No,3,Travel_Rarely,486,8,2,86,4,1,3,3517,22490,7,No,17,3,1,80,0,5,0,3,2,0,2
1648,27,Male,Research & Development,Research Scientist,3,Medical,Single,No,4,Travel_Frequently,591,2,4,87,3,1,4,2580,6297,2,No,13,3,3,80,0,6,0,2,2,1,2
1649,40,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,Yes,4,Travel_Rarely,1329,7,1,73,3,1,1,2166,3339,3,Yes,14,3,2,80,0,10,3,1,2,0,3
1650,29,Male,Sales,Sales Executive,3,Medical,Single,No,5,Travel_Rarely,469,10,3,42,2,2,3,5869,23413,9,No,11,3,3,80,0,8,2,3,2,1,4
1651,36,Female,Research & Development,Healthcare Representative,4,Life Sciences,Married,No,3,Travel_Rarely,711,5,2,42,3,3,1,8008,22792,4,No,12,3,3,80,2,9,6,3,2,0,2
1653,25,Male,Research & Development,Manufacturing Director,1,Life Sciences,Divorced,No,7,Travel_Frequently,772,2,4,77,4,2,3,5206,4973,1,No,17,3,3,80,2,7,6,3,7,0,7
1654,39,Male,Research & Development,Manufacturing Director,3,Medical,Married,No,5,Travel_Rarely,492,12,4,66,3,2,2,5295,7693,4,No,21,4,3,80,0,7,3,3,4,1,0
1655,49,Female,Research & Development,Research Director,4,Other,Married,No,4,Travel_Rarely,301,22,1,72,3,4,2,16413,3498,3,No,16,3,2,80,2,27,2,3,2,1,2
1656,50,Female,Research & Development,Research Director,5,Life Sciences,Divorced,No,14,Travel_Rarely,813,17,4,50,2,3,1,13269,21981,5,No,15,3,3,80,3,19,3,3,11,1,11
1657,20,Female,Sales,Sales Representative,3,Medical,Single,No,2,Travel_Rarely,1141,2,3,31,3,1,3,2783,13251,1,No,19,3,1,80,0,2,3,3,2,2,2
1658,34,Female,Research & Development,Research Scientist,3,Life Sciences,Divorced,No,11,Travel_Rarely,1130,3,4,66,3,2,2,5433,19332,1,No,12,3,3,80,1,11,2,3,8,7,9
1659,36,Male,Research & Development,Laboratory Technician,3,Life Sciences,Single,No,4,Travel_Rarely,311,7,1,77,3,1,2,2013,10950,2,No,11,3,3,80,0,15,4,3,3,1,3
1661,49,Female,Research & Development,Healthcare Representative,1,Life Sciences,Married,No,15,Travel_Rarely,465,6,3,41,2,4,3,13966,11652,2,Yes,19,3,2,80,1,30,3,3,11,2,12
1662,36,Female,Research & Development,Manufacturing Director,4,Medical,Married,No,3,Non-Travel,894,1,4,33,2,2,3,4374,15411,0,No,15,3,3,80,0,4,6,3,2,1,2
1664,36,Male,Research & Development,Healthcare Representative,2,Life Sciences,Divorced,No,5,Travel_Rarely,1040,3,4,79,4,2,1,6842,26308,6,No,20,4,1,80,1,13,3,3,4,0,4
1665,54,Female,Research & Development,Manager,5,Medical,Married,No,10,Travel_Rarely,584,22,2,91,3,4,3,17426,18685,3,No,25,4,3,80,1,36,6,3,8,4,7
1666,43,Male,Research & Development,Research Director,2,Life Sciences,Married,No,14,Travel_Rarely,1291,15,3,65,2,4,3,17603,3525,1,No,24,4,1,80,1,14,3,3,10,6,11
1667,35,Male,Sales,Sales Executive,4,Other,Single,Yes,11,Travel_Frequently,880,12,4,36,3,2,4,4581,10414,3,Yes,24,4,1,80,0,13,2,4,9,6,7
1668,38,Male,Research & Development,Research Scientist,3,Life Sciences,Married,No,13,Travel_Frequently,1189,1,4,90,3,2,4,4735,9867,7,No,15,3,4,80,2,19,4,4,11,2,9
1669,29,Male,Sales,Sales Executive,3,Medical,Divorced,No,10,Travel_Rarely,991,5,1,43,2,2,2,4187,3356,1,Yes,13,3,2,80,1,10,3,2,0,0,9
1670,33,Male,Sales,Sales Executive,4,Medical,Divorced,No,6,Travel_Rarely,392,2,4,93,3,2,4,5505,3921,1,No,14,3,3,80,2,6,5,3,2,0,4
1671,32,Male,Research & Development,Research Scientist,3,Medical,Divorced,No,9,Travel_Rarely,977,2,4,45,3,2,2,5470,25518,0,No,13,3,3,80,2,10,4,2,5,1,6
1673,31,Female,Sales,Sales Executive,4,Life Sciences,Married,No,10,Travel_Rarely,1112,5,1,67,3,2,4,5476,22589,1,No,11,3,1,80,2,10,2,3,0,0,2
1674,49,Female,Research & Development,Laboratory Technician,3,Medical,Divorced,No,2,Travel_Rarely,464,16,4,74,3,1,1,2587,24941,4,Yes,16,3,2,80,1,17,2,2,2,2,2
1675,38,Female,Research & Development,Laboratory Technician,3,Medical,Single,No,4,Travel_Frequently,148,2,4,42,2,1,2,2440,23826,1,No,22,4,2,80,0,4,3,3,3,3,3
1676,47,Female,Sales,Manager,4,Life Sciences,Divorced,No,3,Travel_Rarely,1225,2,2,47,4,4,2,15972,21086,6,No,14,3,3,80,3,29,2,3,2,1,2
1677,49,Male,Research & Development,Manager,3,Life Sciences,Single,No,8,Travel_Rarely,809,1,3,36,3,4,3,15379,22384,4,No,14,3,1,80,0,23,2,3,7,0,0
1678,41,Male,Sales,Sales Executive,2,Life Sciences,Single,No,2,Travel_Rarely,1206,23,4,80,3,3,3,7082,11591,3,Yes,16,3,4,80,0,21,2,3,0,0,2
1680,20,Male,Sales,Sales Representative,1,Life Sciences,Single,No,2,Travel_Rarely,727,9,4,54,3,1,1,2728,21082,1,No,11,3,1,80,0,2,3,3,2,0,2
1681,33,Female,Sales,Sales Executive,3,Life Sciences,Divorced,No,6,Non-Travel,530,16,3,36,3,2,4,5368,16130,1,Yes,25,4,3,80,1,7,2,3,5,1,2
1682,36,Male,Research & Development,Healthcare Representative,4,Life Sciences,Married,No,3,Travel_Rarely,1351,26,1,80,3,2,3,5347,7419,6,No,14,3,2,80,2,10,2,2,2,0,2
1683,44,Female,Human Resources,Human Resources,3,Life Sciences,Divorced,No,2,Travel_Rarely,528,1,3,44,3,1,4,3195,4167,4,Yes,18,3,1,80,3,8,2,3,2,2,2
1684,23,Male,Research & Development,Laboratory Technician,1,Medical,Single,Yes,5,Travel_Rarely,1320,8,4,93,2,1,3,3989,20586,1,Yes,11,3,1,80,0,5,2,3,4,1,2
1687,38,Female,Research & Development,Laboratory Technician,2,Medical,Married,No,0,Travel_Rarely,1495,4,4,87,3,1,3,3306,26176,7,No,19,3,4,80,1,7,5,2,0,0,0
1689,53,Male,Research & Development,Healthcare Representative,4,Medical,Married,No,4,Travel_Rarely,1395,24,2,48,4,3,4,7005,3458,3,No,15,3,3,80,0,11,2,3,3,1,2
1691,48,Female,Sales,Sales Representative,2,Medical,Married,Yes,9,Travel_Frequently,708,7,4,95,3,1,3,2655,11740,2,Yes,11,3,3,80,2,19,3,3,7,7,7
1692,32,Male,Research & Development,Laboratory Technician,4,Life Sciences,Single,Yes,1,Travel_Rarely,1259,2,4,95,3,1,2,1393,24852,1,No,12,3,1,80,0,1,2,3,0,0,0
1693,26,Male,Research & Development,Laboratory Technician,3,Medical,Single,No,7,Non-Travel,786,7,4,76,3,1,4,2570,11925,1,No,20,4,3,80,0,7,5,3,7,5,7
1694,55,Male,Research & Development,Research Scientist,3,Technical Degree,Divorced,No,4,Travel_Rarely,1441,22,1,94,2,1,2,3537,23737,5,No,12,3,4,80,1,8,1,3,2,1,2
1696,34,Male,Research & Development,Laboratory Technician,2,Medical,Married,No,15,Travel_Rarely,1157,5,2,57,2,2,4,3986,11912,1,No,14,3,3,80,1,15,3,4,10,4,13
1697,60,Male,Research & Development,Healthcare Representative,4,Medical,Divorced,No,1,Travel_Rarely,370,1,3,92,1,3,4,10883,20467,3,No,20,4,3,80,1,19,2,4,0,0,0
1698,33,Male,Research & Development,Laboratory Technician,3,Medical,Married,No,14,Travel_Rarely,267,21,2,79,4,1,2,2028,13637,1,No,18,3,4,80,3,14,6,3,11,2,13
1700,37,Male,Sales,Sales Executive,4,Medical,Divorced,No,6,Travel_Frequently,1278,1,3,31,1,2,4,9525,7677,1,No,14,3,3,80,2,6,2,2,3,1,3
1701,34,Female,Research & Development,Research Scientist,3,Life Sciences,Married,No,10,Travel_Rarely,678,19,2,35,2,1,4,2929,20338,1,No,12,3,2,80,0,10,3,3,9,8,7
1702,23,Male,Sales,Sales Representative,3,Life Sciences,Divorced,Yes,3,Travel_Rarely,427,7,3,99,3,1,4,2275,25103,1,Yes,21,4,2,80,1,3,2,3,2,0,2
1703,44,Female,Research & Development,Healthcare Representative,3,Life Sciences,Married,No,8,Travel_Rarely,921,2,3,96,4,3,4,7879,14810,1,Yes,19,3,2,80,1,9,2,3,7,6,7
1704,35,Male,Research & Development,Research Scientist,4,Medical,Single,No,5,Travel_Frequently,146,2,1,79,2,1,4,4930,13970,0,Yes,14,3,3,80,0,6,2,4,4,1,4
1706,43,Male,Sales,Sales Executive,3,Medical,Married,No,10,Travel_Rarely,1179,2,4,73,3,2,4,7847,6069,1,Yes,17,3,1,80,1,10,3,3,9,8,8
1707,24,Male,Research & Development,Research Scientist,3,Medical,Married,No,5,Travel_Rarely,581,9,3,62,4,1,3,4401,17616,1,No,16,3,4,80,1,5,1,3,3,0,4
1708,41,Male,Sales,Sales Executive,3,Marketing,Single,No,10,Travel_Rarely,918,6,4,35,3,3,3,9241,15869,1,No,12,3,2,80,0,10,3,3,8,8,7
1709,29,Female,Research & Development,Laboratory Technician,4,Medical,Married,No,5,Travel_Rarely,1082,9,4,43,3,1,3,2974,25412,9,No,17,3,3,80,1,9,2,3,3,1,2
1710,36,Female,Sales,Sales Representative,4,Life Sciences,Single,No,13,Travel_Rarely,530,2,3,51,3,2,4,4502,7439,3,No,15,3,3,80,0,17,2,2,7,6,7
1712,45,Male,Research & Development,Healthcare Representative,1,Life Sciences,Married,No,23,Non-Travel,1238,1,3,74,2,3,3,10748,3395,3,No,23,4,4,80,1,25,3,2,15,14,4
1714,24,Male,Human Resources,Human Resources,1,Human Resources,Married,Yes,1,Travel_Rarely,240,22,4,58,1,1,3,1555,11585,1,No,11,3,3,80,1,1,2,3,0,0,0
1716,47,Male,Sales,Sales Executive,3,Life Sciences,Married,Yes,23,Travel_Frequently,1093,9,3,82,1,4,3,12936,24164,7,No,11,3,3,80,0,25,3,1,5,14,10
1718,26,Male,Research & Development,Laboratory Technician,4,Medical,Married,No,3,Travel_Rarely,390,17,4,62,1,1,3,2305,6217,1,No,15,3,3,80,3,3,3,4,2,0,2
1719,45,Female,Research & Development,Research Director,2,Technical Degree,Single,No,21,Travel_Rarely,1005,28,4,48,2,4,2,16704,17119,1,No,11,3,3,80,0,21,2,3,6,8,6
1720,32,Male,Research & Development,Research Scientist,3,Life Sciences,Married,No,5,Travel_Frequently,585,10,1,56,3,1,3,3433,17360,6,No,13,3,1,80,1,10,3,2,2,1,3
1721,31,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,No,5,Travel_Rarely,741,2,2,69,3,1,3,3477,18103,1,No,14,3,4,80,1,6,2,4,2,0,3
1722,41,Male,Human Resources,Human Resources,3,Human Resources,Married,No,3,Non-Travel,552,4,3,60,1,2,2,6430,20794,6,No,19,3,2,80,1,10,4,3,2,1,2
1724,40,Female,Research & Development,Manufacturing Director,2,Life Sciences,Married,No,1,Travel_Rarely,369,8,2,92,3,2,1,6516,5041,2,Yes,16,3,2,80,1,18,3,3,0,0,0
1725,24,Male,Research & Development,Laboratory Technician,1,Medical,Divorced,No,6,Travel_Rarely,506,29,2,91,3,1,1,3907,3622,1,No,13,3,2,80,3,6,2,4,2,1,2
1727,46,Male,Research & Development,Healthcare Representative,4,Life Sciences,Single,No,10,Travel_Rarely,717,13,3,34,3,2,2,5562,9697,6,No,14,3,4,80,0,19,3,3,7,0,9
1728,35,Male,Research & Development,Manufacturing Director,4,Life Sciences,Married,No,7,Travel_Rarely,1370,27,4,49,3,2,3,6883,5151,2,No,16,3,2,80,1,17,3,3,7,0,7
1729,30,Male,Research & Development,Research Scientist,1,Life Sciences,Married,No,10,Travel_Rarely,793,16,2,33,3,1,4,2862,3811,1,No,12,3,2,80,1,10,2,2,0,0,8
1731,47,Male,Sales,Sales Executive,4,Marketing,Married,No,1,Non-Travel,543,2,3,87,3,2,2,4978,3536,7,No,11,3,4,80,1,4,3,1,0,0,0
1732,46,Male,Sales,Sales Executive,3,Life Sciences,Divorced,No,10,Travel_Rarely,1277,2,3,74,3,3,4,10368,5596,4,Yes,12,3,2,80,1,13,5,2,6,0,3
1733,36,Male,Sales,Sales Executive,5,Marketing,Divorced,Yes,2,Travel_Rarely,1456,13,2,96,2,2,1,6134,8658,5,Yes,13,3,2,80,3,16,3,3,2,2,2
1734,32,Male,Sales,Sales Executive,2,Life Sciences,Single,Yes,0,Travel_Rarely,964,1,1,34,1,2,2,6735,12147,6,No,15,3,2,80,0,10,2,3,0,0,0
1735,23,Female,Research & Development,Laboratory Technician,1,Medical,Single,No,3,Travel_Rarely,160,4,3,51,3,1,2,3295,12862,1,No,13,3,3,80,0,3,3,1,2,1,2
1736,31,Female,Research & Development,Manufacturing Director,1,Technical Degree,Single,No,5,Travel_Frequently,163,24,4,30,3,2,4,5238,6670,2,No,20,4,4,80,0,9,3,2,4,1,4
1737,39,Male,Research & Development,Laboratory Technician,3,Life Sciences,Married,No,9,Non-Travel,792,1,4,77,3,2,4,6472,8989,1,Yes,15,3,4,80,1,9,2,3,8,5,8
1739,32,Male,Sales,Sales Executive,3,Life Sciences,Married,No,4,Travel_Rarely,371,19,4,80,1,3,3,9610,3840,3,No,13,3,3,80,1,10,2,1,3,0,2
1740,40,Male,Sales,Manager,4,Medical,Single,No,21,Travel_Rarely,611,7,2,88,3,5,2,19833,4349,1,No,14,3,2,80,0,21,3,2,8,12,8
1744,45,Female,Human Resources,Human Resources,3,Life Sciences,Married,No,5,Travel_Rarely,176,4,3,56,1,3,3,9756,6595,4,No,21,4,3,80,2,9,2,4,0,0,3
1745,30,Female,Research & Development,Research Scientist,4,Technical Degree,Single,No,9,Travel_Frequently,1312,2,4,78,2,1,1,4968,26427,0,No,16,3,4,80,0,10,2,3,7,0,7
1746,24,Male,Human Resources,Human Resources,3,Medical,Married,No,2,Travel_Frequently,897,10,1,59,3,1,4,2145,2097,0,No,14,3,4,80,1,3,2,3,2,2,1
1747,30,Female,Human Resources,Human Resources,3,Human Resources,Divorced,Yes,4,Travel_Frequently,600,8,3,66,2,1,4,2180,9732,6,No,11,3,3,80,1,6,0,2,2,1,2
1749,31,Male,Sales,Sales Executive,3,Technical Degree,Married,No,5,Travel_Rarely,1003,5,1,51,3,2,3,8346,20943,1,No,19,3,3,80,1,6,3,3,2,0,2
1751,27,Female,Research & Development,Research Scientist,3,Medical,Single,No,6,Travel_Rarely,1054,8,3,67,3,1,4,3445,6152,1,No,11,3,3,80,0,6,5,2,2,1,4
1752,29,Female,Sales,Sales Representative,3,Marketing,Single,Yes,2,Travel_Rarely,428,9,2,52,1,1,2,2760,14630,1,No,13,3,3,80,0,2,3,3,2,2,2
1753,29,Male,Research & Development,Healthcare Representative,3,Life Sciences,Single,No,3,Travel_Frequently,461,1,4,70,4,2,3,6294,23060,8,Yes,12,3,4,80,0,10,5,4,2,0,2
1754,30,Male,Sales,Sales Executive,2,Marketing,Divorced,No,7,Travel_Rarely,979,15,3,94,2,3,1,7140,3088,2,No,11,3,1,80,1,12,2,3,7,1,7
1755,34,Male,Research & Development,Research Scientist,4,Medical,Married,No,5,Travel_Rarely,181,2,4,97,4,1,4,2932,5586,0,Yes,14,3,1,80,3,6,3,3,0,1,2
1756,33,Female,Sales,Sales Executive,3,Marketing,Single,No,11,Non-Travel,1283,2,4,62,3,2,2,5147,10697,8,No,15,3,4,80,0,13,2,2,7,1,7
1757,49,Female,Sales,Sales Executive,4,Marketing,Single,No,5,Travel_Rarely,1313,11,4,80,3,2,4,4507,8191,3,No,12,3,3,80,0,8,1,4,1,0,4
1758,33,Female,Sales,Sales Executive,3,Life Sciences,Single,Yes,0,Travel_Rarely,211,16,1,74,3,3,1,8564,10092,2,Yes,20,4,3,80,0,11,2,2,0,0,0
1760,38,Female,Research & Development,Laboratory Technician,2,Medical,Married,No,6,Travel_Frequently,594,2,3,75,2,1,2,2468,15963,4,No,14,3,2,80,1,9,4,2,1,0,5
1761,31,Male,Sales,Sales Executive,4,Marketing,Married,Yes,1,Travel_Rarely,1079,16,1,70,3,3,3,8161,19002,2,No,13,3,1,80,3,10,2,3,0,0,0
1762,29,Female,Research & Development,Research Scientist,3,Technical Degree,Divorced,No,1,Travel_Rarely,590,4,4,91,2,1,1,2109,10007,1,No,13,3,3,80,1,1,2,3,0,0,0
1763,30,Male,Research & Development,Healthcare Representative,3,Life Sciences,Married,No,7,Travel_Rarely,305,16,3,58,4,2,3,5294,9128,3,No,16,3,3,80,1,10,3,3,0,1,7
1764,32,Male,Research & Development,Research Scientist,4,Technical Degree,Single,No,7,Non-Travel,953,5,2,65,3,1,2,2718,17674,2,No,14,3,2,80,0,12,3,3,7,0,7
1766,38,Male,Research & Development,Healthcare Representative,3,Medical,Married,No,1,Travel_Rarely,833,18,2,60,1,2,4,5811,24539,3,Yes,16,3,3,80,1,15,2,3,0,1,0
1767,43,Male,Research & Development,Research Scientist,3,Technical Degree,Married,Yes,1,Travel_Frequently,807,17,3,38,2,1,3,2437,15587,9,Yes,16,3,4,80,1,6,4,3,0,0,0
1768,42,Male,Research & Development,Laboratory Technician,3,Medical,Divorced,No,5,Travel_Rarely,855,12,2,57,3,1,2,2766,8952,8,No,22,4,2,80,3,7,6,2,3,0,4
1770,55,Male,Research & Development,Research Director,3,Medical,Married,No,1,Travel_Rarely,478,2,3,60,2,5,1,19038,19805,8,No,12,3,2,80,3,34,2,3,0,0,0
1771,33,Male,Research & Development,Research Scientist,3,Technical Degree,Divorced,No,9,Non-Travel,775,4,4,90,3,2,2,3055,6194,5,No,15,3,4,80,2,11,2,2,8,1,7
1772,41,Male,Research & Development,Laboratory Technician,4,Life Sciences,Divorced,No,5,Travel_Rarely,548,9,3,94,3,1,1,2289,20520,1,No,20,4,2,80,2,5,2,3,3,0,4
1774,34,Male,Sales,Sales Executive,3,Life Sciences,Divorced,No,15,Non-Travel,1375,10,4,87,3,2,3,4001,12313,1,Yes,14,3,3,80,1,15,3,3,14,0,7
1775,53,Female,Research & Development,Manufacturing Director,4,Medical,Married,No,3,Non-Travel,661,1,1,60,2,4,3,12965,22308,4,Yes,20,4,4,80,3,27,2,2,2,0,2
1778,43,Male,Human Resources,Human Resources,3,Life Sciences,Single,No,9,Travel_Rarely,244,2,2,97,3,1,4,3539,5033,0,No,13,3,2,80,0,10,5,3,7,1,8
1779,34,Female,Sales,Sales Executive,2,Life Sciences,Single,No,2,Travel_Rarely,511,3,4,32,1,2,4,6029,25353,5,No,12,3,1,80,0,6,3,3,2,2,2
1780,21,Male,Sales,Sales Representative,1,Marketing,Single,Yes,1,Travel_Rarely,337,7,2,31,3,1,2,2679,4567,1,No,13,3,2,80,0,1,3,3,0,1,0
1782,38,Female,Research & Development,Laboratory Technician,2,Other,Married,No,5,Travel_Rarely,1153,6,4,40,2,1,3,3702,16376,1,No,11,3,2,80,1,5,3,3,4,0,4
1783,22,Female,Research & Development,Laboratory Technician,1,Medical,Married,Yes,1,Travel_Rarely,1294,8,3,79,3,1,1,2398,15999,1,Yes,17,3,3,80,0,1,6,3,0,0,0
1784,31,Female,Sales,Sales Executive,4,Marketing,Married,No,12,Travel_Rarely,196,29,1,91,2,2,4,5468,13402,1,No,14,3,1,80,2,13,3,3,7,5,7
1786,51,Female,Research & Development,Manager,3,Technical Degree,Married,No,2,Travel_Rarely,942,3,1,53,3,3,3,13116,22984,2,No,11,3,4,80,0,15,2,3,2,2,2
1787,37,Male,Sales,Sales Executive,2,Marketing,Married,No,5,Travel_Rarely,589,9,2,46,2,2,2,4189,8800,1,No,14,3,1,80,2,5,2,3,2,0,3
1789,46,Male,Research & Development,Research Director,4,Medical,Divorced,No,2,Travel_Rarely,734,2,3,46,3,5,4,19328,14218,7,Yes,17,3,3,80,1,24,3,3,1,2,2
1790,36,Male,Research & Development,Healthcare Representative,3,Life Sciences,Married,No,12,Travel_Rarely,1383,10,4,90,3,3,1,8321,25949,7,Yes,13,3,4,80,1,15,1,3,8,5,7
1792,44,Male,Research & Development,Research Scientist,2,Medical,Divorced,Yes,5,Travel_Frequently,429,1,3,99,3,1,2,2342,11092,1,Yes,12,3,3,80,3,6,2,2,3,2,3
1794,37,Male,Human Resources,Human Resources,2,Other,Divorced,No,10,Travel_Rarely,1239,8,3,89,3,2,2,4071,12832,2,No,13,3,3,80,0,19,4,2,0,4,7
1797,35,Male,Sales,Sales Executive,3,Life Sciences,Single,Yes,10,Travel_Rarely,303,27,3,84,3,2,4,5813,13492,1,Yes,18,3,4,80,0,10,2,3,7,7,7
1798,33,Male,Research & Development,Research Scientist,4,Life Sciences,Married,No,10,Travel_Rarely,867,8,4,90,4,1,1,3143,6076,6,No,19,3,2,80,1,14,1,3,8,7,6
1799,28,Male,Research & Development,Research Scientist,3,Life Sciences,Married,No,5,Travel_Rarely,1181,1,3,82,3,1,4,2044,5531,1,No,11,3,3,80,1,5,6,4,3,0,3
1800,39,Male,Research & Development,Research Director,1,Medical,Single,No,4,Travel_Rarely,1253,10,3,65,3,3,3,13464,7914,7,No,21,4,3,80,0,9,3,3,3,2,2
1801,46,Male,Sales,Sales Executive,2,Life Sciences,Single,No,2,Non-Travel,849,26,2,98,2,2,2,7991,25166,8,No,15,3,3,80,0,6,3,3,2,2,2
1802,40,Female,Research & Development,Laboratory Technician,2,Life Sciences,Married,No,4,Travel_Rarely,616,2,3,99,3,1,1,3377,25605,4,No,17,3,4,80,1,7,5,2,3,0,2
1803,42,Male,Research & Development,Healthcare Representative,3,Medical,Married,No,0,Travel_Rarely,1128,13,2,95,4,2,1,5538,5696,5,No,18,3,3,80,2,10,2,2,0,0,0
1804,35,Male,Research & Development,Manufacturing Director,2,Medical,Divorced,No,7,Non-Travel,1180,2,2,90,3,2,4,5762,24442,2,No,14,3,3,80,1,15,6,3,7,1,7
1805,38,Male,Human Resources,Human Resources,3,Human Resources,Divorced,No,11,Non-Travel,1336,2,1,100,3,1,2,2592,7129,5,No,13,3,4,80,3,13,3,3,10,3,8
1807,34,Male,Research & Development,Laboratory Technician,4,Life Sciences,Married,Yes,7,Travel_Frequently,234,9,4,93,3,2,1,5346,6208,4,No,17,3,3,80,1,11,3,2,1,0,7
1809,37,Male,Research & Development,Manufacturing Director,4,Medical,Single,Yes,10,Travel_Rarely,370,10,4,58,3,2,1,4213,4992,1,No,15,3,2,80,0,10,4,1,3,0,8
1812,39,Male,Sales,Sales Executive,3,Life Sciences,Divorced,No,2,Travel_Frequently,766,20,3,83,3,2,4,4127,19188,2,No,18,3,4,80,1,7,6,3,1,2,2
1813,43,Male,Research & Development,Research Scientist,3,Life Sciences,Single,No,3,Non-Travel,343,9,1,52,3,1,3,2438,24978,4,No,13,3,3,80,0,7,2,2,2,1,2
1814,41,Male,Research & Development,Healthcare Representative,3,Life Sciences,Single,No,3,Travel_Rarely,447,5,2,85,4,2,2,6870,15530,3,No,12,3,1,80,0,11,3,1,2,1,2
1815,41,Female,Sales,Sales Executive,1,Marketing,Divorced,No,22,Travel_Rarely,796,4,3,81,3,3,3,10447,26458,0,Yes,13,3,4,80,1,23,3,4,14,13,5
1816,30,Female,Research & Development,Manufacturing Director,3,Medical,Single,No,7,Travel_Rarely,1092,10,1,64,3,3,3,9667,2739,9,No,14,3,2,80,0,9,3,3,7,0,2
1818,26,Female,Human Resources,Human Resources,2,Medical,Married,Yes,5,Travel_Rarely,920,20,4,69,3,1,2,2148,6889,0,Yes,11,3,3,80,0,6,3,3,1,1,4
1821,46,Female,Research & Development,Healthcare Representative,2,Medical,Married,Yes,9,Travel_Rarely,261,21,4,66,3,2,2,8926,10842,4,No,22,4,4,80,1,13,2,4,7,3,7
1822,40,Female,Research & Development,Healthcare Representative,3,Life Sciences,Divorced,No,5,Travel_Rarely,1194,1,3,52,3,2,4,6513,9060,4,No,17,3,4,80,1,12,3,3,3,0,3
1823,34,Male,Sales,Sales Executive,2,Technical Degree,Married,No,10,Travel_Rarely,810,8,2,92,4,2,3,6799,22128,1,No,21,4,3,80,2,10,5,3,8,4,8
